,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
8138,267093,0.0219,0.835,0.7070000000000001,2.19e-05,8,0.108,-5.074,1,0.0598,93.955,4,0.919
7009,226226,0.00358,0.736,0.823,0.000914,8,0.33,-4.231,1,0.0675,124.954,4,0.442
12334,205006,0.25,0.7290000000000001,0.78,0.0,9,0.0869,-8.026,0,0.347,96.046,4,0.815
472,300000,0.287,0.494,0.722,0.186,5,0.283,-8.373,1,0.0347,117.312,4,0.156
16394,273866,0.00183,0.5720000000000001,0.735,0.782,9,0.0765,-6.042000000000001,1,0.0266,135.173,4,0.599
2665,187360,0.126,0.319,0.544,1.07e-05,11,0.261,-6.801,0,0.0364,79.532,4,0.272
3001,259800,0.0486,0.556,0.787,2.05e-05,2,0.0966,-5.006,1,0.0305,126.356,4,0.5710000000000001
7403,261733,0.0797,0.917,0.478,0.0844,2,0.0726,-10.897,1,0.115,123.991,4,0.185
3563,233871,0.2239999999999999,0.733,0.262,4.79e-06,0,0.105,-13.765999999999998,1,0.0279999999999999,135.497,3,0.444
6833,170200,0.7709999999999999,0.474,0.5579999999999999,0.0,1,0.8390000000000001,-6.3,1,0.132,151.221,4,0.619
11387,361280,0.0544,0.604,0.436,0.000242,2,0.162,-8.32,1,0.188,107.978,4,0.239
16296,142640,0.0304,0.906,0.672,0.000926,4,0.105,-5.827999999999999,0,0.0505,123.02,4,0.7340000000000001
17913,196214,0.0181,0.684,0.816,0.0,10,0.0222,-5.211,0,0.0322,121.993,4,0.7020000000000001
1404,254336,0.942,0.428,0.0618,0.0,7,0.105,-12.933,1,0.0351,107.721,4,0.163
16978,341533,0.0129,0.595,0.804,1.97e-05,7,0.299,-7.911,0,0.0326,89.846,4,0.586
14495,183454,0.321,0.568,0.368,0.000618,11,0.121,-12.486,0,0.447,79.697,4,0.0544
18249,219649,0.386,0.77,0.455,1.36e-06,7,0.115,-5.551,1,0.0344,115.989,4,0.226
17214,229866,0.0246,0.846,0.482,0.0,1,0.3929999999999999,-6.721,0,0.129,100.969,4,0.212
7660,127946,0.0114,0.901,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.3289999999999999
638,300093,0.144,0.575,0.634,1.68e-06,2,0.314,-8.822000000000001,0,0.0348,153.217,4,0.79
869,325506,0.0146,0.763,0.7859999999999999,0.0114,10,0.0817,-6.472,0,0.2289999999999999,93.857,4,0.504
1511,132453,0.7090000000000001,0.344,0.46,0.0,10,0.1169999999999999,-9.399,1,0.0319,84.469,4,0.528
9754,219200,0.0647,0.647,0.8,0.0,7,0.3339999999999999,-5.384,1,0.165,160.078,4,0.942
17931,198520,0.182,0.424,0.747,1.3e-05,0,0.146,-4.644,0,0.2189999999999999,195.491,4,0.524
5767,288493,0.949,0.318,0.193,0.0328,11,0.095,-14.794,0,0.0573,170.41400000000002,3,0.0753
2275,230640,0.0962,0.59,0.868,0.000322,5,0.442,-5.832000000000001,0,0.048,184.348,4,0.7979999999999999
11165,59600,0.902,0.723,0.111,0.857,0,0.104,-15.101,0,0.143,78.986,4,0.733
3952,228598,0.0549,0.637,0.954,0.531,9,0.237,-5.608,0,0.0885,125.166,4,0.527
18574,314146,0.0551,0.488,0.759,0.0896,10,0.0624,-7.827000000000001,0,0.0361,109.83,4,0.3929999999999999
7916,183879,0.00234,0.7040000000000001,0.529,0.8740000000000001,11,0.37,-8.475,0,0.0416,140.174,4,0.507
15713,198599,0.0016699999999999,0.617,0.629,3.7e-05,1,0.0729,-5.8260000000000005,1,0.0321,100.066,4,0.679
5700,167466,0.6970000000000001,0.852,0.6759999999999999,2.12e-05,9,0.0635,-10.635,1,0.0711,117.85,4,0.961
6173,132187,0.00407,0.664,0.893,0.515,11,0.143,-2.418,0,0.0391,127.987,4,0.309
8549,177426,0.451,0.71,0.815,0.000469,8,0.0975,-7.765,1,0.0438,93.603,4,0.955
4238,188076,0.0472,0.696,0.708,4.55e-05,0,0.0717,-7.994,1,0.162,123.913,4,0.337
383,200160,0.354,0.483,0.503,0.0002839999999999,0,0.1159999999999999,-9.396,1,0.0341,151.862,4,0.598
6188,164523,0.000364,0.629,0.821,0.0026899999999999,6,0.2269999999999999,-5.831,0,0.0502,126.061,4,0.2789999999999999
17837,187213,0.614,0.845,0.6629999999999999,0.0,10,0.114,-5.233,0,0.27,94.215,4,0.508
12552,195000,0.262,0.629,0.871,5.79e-06,0,0.17,-3.055,1,0.0452,126.07,4,0.455
14095,158733,0.00105,0.431,0.95,3.63e-05,7,0.272,-4.918,1,0.26,191.936,4,0.56
5948,120201,0.966,0.4429999999999999,0.217,0.89,5,0.107,-17.87,1,0.032,83.245,4,0.542
10449,213960,0.000152,0.442,0.929,0.2769999999999999,1,0.191,-5.755,0,0.0859,179.864,4,0.361
11902,172360,0.0382,0.633,0.8540000000000001,2.8300000000000003e-05,0,0.434,-4.046,0,0.0432,126.026,4,0.659
16103,170625,0.00125,0.614,0.972,0.0186,5,0.3279999999999999,-3.927,0,0.088,127.966,4,0.411
7818,179520,0.385,0.389,0.586,1.85e-06,9,0.0959,-8.211,1,0.0313,133.637,4,0.526
18628,403186,0.385,0.3879999999999999,0.609,4.31e-06,2,0.138,-6.087000000000001,1,0.0402,120.005,3,0.172
10587,184135,0.00533,0.486,0.956,0.0,10,0.351,-5.188,0,0.0696,164.00099999999998,4,0.5820000000000001
8024,206130,0.225,0.623,0.912,0.0,6,0.0639,-2.427,0,0.342,135.09799999999998,4,0.664
14603,330800,0.0634,0.723,0.741,0.00155,7,0.0498,-11.692,1,0.0334,126.042,4,0.531
2725,190600,0.0672,0.241,0.604,4.98e-05,7,0.0541,-3.817,1,0.0313,173.134,4,0.417
7049,250478,0.482,0.7140000000000001,0.754,4.3700000000000005e-05,3,0.0438,-7.005,0,0.0376,100.28,4,0.866
15156,184560,0.176,0.6940000000000001,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163
15561,196586,0.0942,0.795,0.7829999999999999,0.0,11,0.124,-3.1660000000000004,0,0.306,76.005,4,0.81
1005,156866,0.0196,0.477,0.965,0.000126,0,0.138,-5.735,1,0.0361,116.251,4,0.642
16410,245213,0.00016,0.345,0.852,0.0165,11,0.157,-4.245,1,0.0499,137.089,4,0.396
11311,195706,0.109,0.501,0.519,0.0,4,0.4539999999999999,-5.88,0,0.0409,133.99,4,0.168
8387,192880,0.326,0.758,0.779,0.0,8,0.178,-3.531,0,0.0433,106.966,4,0.78
9164,259000,0.152,0.846,0.42,1.76e-05,10,0.251,-13.927,0,0.1169999999999999,96.194,4,0.633
14765,180173,0.0142,0.586,0.782,0.0010199999999999,11,0.0673,-10.052,0,0.235,80.753,4,0.754
9806,224570,0.26,0.757,0.947,1.13e-06,9,0.096,-3.888,0,0.205,116.023,4,0.684
9158,268400,0.0406,0.833,0.6809999999999999,0.0,5,0.0926,-6.247999999999999,0,0.356,85.49700000000001,4,0.8390000000000001
7766,296800,0.313,0.711,0.292,0.0,4,0.131,-15.523,0,0.037,103.951,4,0.1939999999999999
4068,210545,0.0066,0.858,0.65,2.07e-06,8,0.121,-4.919,1,0.241,147.031,4,0.653
9899,170444,0.158,0.8220000000000001,0.8959999999999999,0.1369999999999999,6,0.0823,-3.902,1,0.0566,120.046,4,0.715
1488,240146,0.951,0.415,0.11,0.00236,1,0.0962,-14.901,1,0.0388,81.876,4,0.2339999999999999
3508,175609,0.032,0.6990000000000001,0.73,0.0,9,0.466,-7.336,1,0.3939999999999999,81.72399999999999,4,0.858
15674,240028,0.303,0.866,0.518,0.0512,0,0.104,-7.372000000000001,1,0.0457,141.01,4,0.644
3554,199490,0.351,0.541,0.483,0.4,1,0.111,-10.675,0,0.0514,80.73,4,0.6409999999999999
1942,203266,0.00624,0.7,0.708,0.0,7,0.0345,-4.952,1,0.087,122.031,4,0.619
15438,231920,0.39,0.7659999999999999,0.8220000000000001,3.37e-05,1,0.349,-4.126,0,0.16,165.842,4,0.8809999999999999
6354,177191,0.000172,0.579,0.695,0.79,0,0.126,-6.477,1,0.0449,160.14600000000002,4,0.1889999999999999
2023,118333,0.304,0.419,0.449,3.48e-06,2,0.0725,-9.946,1,0.0533,76.322,4,0.7559999999999999
5375,164000,0.2269999999999999,0.595,0.47,0.0,7,0.3339999999999999,-12.938,1,0.03,157.207,4,0.935
15685,205065,0.138,0.64,0.659,0.0,7,0.119,-5.265,1,0.0663,79.982,4,0.944
18456,160596,0.5489999999999999,0.87,0.502,0.00356,5,0.0916,-7.497000000000001,0,0.0549,82.53,4,0.6729999999999999
14350,208619,0.0315,0.728,0.336,0.879,7,0.124,-11.41,1,0.1889999999999999,78.90899999999999,4,0.434
5199,139733,0.91,0.528,0.121,0.00451,9,0.125,-21.213,1,0.0345,87.834,4,0.38
13321,119733,0.995,0.499,0.00419,0.969,10,0.113,-26.487,1,0.0617,102.675,4,0.64
498,248173,0.0694,0.531,0.818,0.0096,2,0.263,-5.358,1,0.0452,90.767,4,0.471
8325,227080,0.096,0.616,0.6559999999999999,0.0008789999999999,5,0.205,-7.297999999999999,1,0.0344,150.071,4,0.286
7681,211293,0.127,0.825,0.4529999999999999,3.82e-06,4,0.0838,-7.428999999999999,0,0.2269999999999999,99.974,4,0.496
742,252533,4.82e-06,0.55,0.765,0.873,7,0.132,-8.684,1,0.0287,139.453,4,0.417
11658,187868,0.0611,0.69,0.862,1.85e-05,2,0.238,-4.154,1,0.0944,121.975,4,0.4529999999999999
327,149733,0.387,0.3379999999999999,0.6679999999999999,1.59e-05,2,0.111,-8.641,1,0.0421,127.097,5,0.561
6514,196141,0.1689999999999999,0.516,0.8340000000000001,0.000537,8,0.2289999999999999,-4.369,1,0.034,140.02100000000002,4,0.764
16718,335293,0.0203,0.53,0.8959999999999999,0.000112,2,0.7490000000000001,-6.343,1,0.0409999999999999,129.525,4,0.488
12342,198946,0.0113,0.74,0.585,0.0733,2,0.174,-6.191,1,0.0832,118.574,4,0.2339999999999999
11738,198160,0.0211,0.568,0.6559999999999999,1.3699999999999998e-05,8,0.213,-5.412999999999999,1,0.0433,100.049,4,0.364
2055,162960,0.351,0.539,0.406,5.1e-06,0,0.161,-6.225,1,0.0261,135.923,4,0.376
7273,153191,0.226,0.871,0.648,0.0,11,0.118,-5.886,0,0.3,94.023,4,0.409
15046,247007,0.287,0.583,0.7490000000000001,0.00406,9,0.203,-5.794,1,0.0316,144.17700000000002,4,0.8590000000000001
18182,195419,0.0776,0.643,0.904,0.0,0,0.1889999999999999,-3.694,1,0.0739,103.028,4,0.481
10582,205306,0.00138,0.584,0.939,0.0898,11,0.138,-4.4910000000000005,0,0.0461,105.551,4,0.603
13732,190330,0.0125,0.402,0.75,0.0019199999999999,0,0.396,-6.607,1,0.0567,146.22299999999998,4,0.502
471,281226,0.0794,0.5379999999999999,0.7040000000000001,0.0,1,0.0867,-8.904,0,0.0332,120.963,4,0.583
10062,150880,0.527,0.813,0.742,0.0,10,0.0688,-3.959,1,0.0838,106.027,3,0.914
13470,197968,0.103,0.6970000000000001,0.779,9.27e-05,2,0.102,-5.199,1,0.0395,95.032,4,0.21
4079,165407,0.188,0.6559999999999999,0.695,0.000102,1,0.1369999999999999,-7.199,1,0.3229999999999999,89.96700000000001,4,0.514
1688,232120,0.0596,0.777,0.897,0.0,1,0.29,-2.8710000000000004,1,0.0516,126.018,4,0.964
15224,232299,0.1369999999999999,0.5920000000000001,0.8029999999999999,0.00143,2,0.16,-5.406000000000001,1,0.183,93.275,4,0.212
13699,211360,0.0582,0.622,0.7090000000000001,0.0,5,0.126,-7.32,1,0.0669,140.018,4,0.488
10156,183752,0.31,0.7490000000000001,0.752,0.0,6,0.2319999999999999,-4.883,1,0.345,180.049,4,0.901
13276,408506,0.15,0.211,0.408,0.225,11,0.0463,-7.772,0,0.0288,99.295,3,0.0787
12616,182400,0.0657,0.642,0.933,1.04e-05,4,0.087,-2.887,0,0.0871,150.039,4,0.158
2245,427333,0.1889999999999999,0.528,0.447,0.0,4,0.0745,-15.255,1,0.0435,72.58,4,0.292
1258,179404,0.088,0.931,0.387,0.0,1,0.136,-9.127,1,0.412,125.978,4,0.376
752,246973,0.0242,0.5660000000000001,0.893,0.0,7,0.0343,-8.88,1,0.0309,102.813,4,0.774
2039,183306,0.182,0.491,0.583,0.0,7,0.407,-10.964,1,0.0376,150.572,4,0.907
9615,219000,0.0262,0.621,0.7,4.53e-05,11,0.51,-4.766,1,0.0657,110.089,4,0.685
12590,204538,0.0133,0.7979999999999999,0.5429999999999999,0.000468,5,0.147,-6.257999999999999,0,0.0495,115.094,4,0.532
5463,205733,0.146,0.462,0.485,2.24e-06,5,0.0604,-7.532999999999999,1,0.0247,168.37400000000002,4,0.506
617,260386,0.278,0.344,0.477,0.0128,4,0.136,-10.265999999999998,1,0.0338,143.78,4,0.182
8165,206505,0.0147,0.633,0.7759999999999999,1.84e-05,1,0.163,-6.763,0,0.095,131.951,4,0.311
1249,195160,0.223,0.759,0.498,5.84e-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
8870,202066,0.294,0.552,0.698,0.000103,8,0.0905,-4.817,1,0.0306,90.006,4,0.6
5336,225626,0.196,0.825,0.2739999999999999,0.000778,2,0.0581,-17.42,0,0.033,127.299,4,0.775
5957,228578,0.984,0.1669999999999999,0.0174,0.966,10,0.0976,-28.777,1,0.0484,68.43,3,0.0337
7252,109160,0.236,0.7509999999999999,0.386,0.0,1,0.1,-9.914,1,0.2019999999999999,130.043,4,0.315
15571,251250,0.253,0.8109999999999999,0.57,0.0,5,0.148,-8.093,1,0.129,128.066,4,0.8140000000000001
17678,304606,0.156,0.652,0.795,0.0,11,0.123,-5.192,0,0.174,135.018,4,0.7879999999999999
6970,213800,0.168,0.8,0.965,0.0,0,0.0705,-3.923,1,0.0415,130.08,4,0.71
12703,214436,0.1969999999999999,0.769,0.465,0.0181,4,0.155,-7.765,0,0.0634,98.011,4,0.185
6432,218160,0.00497,0.373,0.86,0.00078,6,0.209,-6.518,0,0.089,120.014,4,0.583
10374,211680,0.0344,0.725,0.903,0.0,0,0.183,-2.955,1,0.0658,142.006,4,0.946
3706,215510,0.0019,0.457,0.899,0.0,10,0.831,-2.591,0,0.132,147.268,4,0.298
4351,239946,0.377,0.437,0.481,0.0,11,0.33,-9.681,0,0.237,83.60600000000001,4,0.216
13041,244413,0.574,0.6509999999999999,0.867,0.0,8,0.0677,-4.817,0,0.182,90.021,4,0.84
10768,71053,0.741,0.457,0.0183,0.8140000000000001,4,0.107,-17.262,1,0.31,175.361,4,0.91
10590,247693,0.188,0.825,0.552,0.0,7,0.138,-7.701,0,0.0588,95.985,4,0.805
17789,209573,0.921,0.471,0.179,0.0,9,0.1009999999999999,-10.273,1,0.089,174.273,4,0.1939999999999999
8724,194590,0.0531,0.726,0.5760000000000001,0.0,11,0.0713,-10.365,1,0.134,159.12,4,0.129
12370,155897,0.0702,0.794,0.7829999999999999,2.62e-05,1,0.527,-5.422999999999999,1,0.3289999999999999,117.087,4,0.831
2693,142506,0.292,0.529,0.861,0.225,11,0.314,-10.581,1,0.0784,96.52,4,0.387
16816,199533,0.401,0.246,0.7020000000000001,0.0,2,0.848,-4.823,1,0.0566,73.15100000000001,4,0.351
5855,129333,0.495,0.62,0.5329999999999999,0.185,6,0.3279999999999999,-11.417,1,0.0394,153.385,4,0.81
7295,190515,0.0116,0.782,0.526,0.0,1,0.0935,-9.824,1,0.162,97.055,4,0.557
5998,283236,0.732,0.476,0.44,0.023,9,0.0773,-8.198,0,0.0371,149.389,3,0.161
6482,219885,0.00431,0.773,0.75,0.000362,0,0.437,-3.889,0,0.0502,120.988,4,0.77
10262,253390,0.099,0.816,0.726,0.0,5,0.372,-3.998,0,0.129,136.048,4,0.65
3770,259013,0.505,0.746,0.915,4.02e-05,7,0.161,-6.626,0,0.0675,154.985,4,0.812
7154,158053,0.541,0.757,0.501,0.0,2,0.0718,-5.593,1,0.0466,89.931,4,0.91
16114,202626,0.00627,0.7659999999999999,0.873,0.0,11,0.0764,-6.381,0,0.143,126.988,4,0.743
17598,238614,0.0164,0.912,0.412,0.013,7,0.104,-8.074,1,0.124,154.983,4,0.422
18708,253330,0.0249,0.763,0.524,0.000137,0,0.1169999999999999,-7.725,1,0.0759,93.998,4,0.411
6550,220538,0.069,0.81,0.789,0.00103,1,0.0638,-5.048,1,0.04,94.025,4,0.856
15879,217925,0.0589,0.835,0.626,6e-05,1,0.396,-5.832999999999999,1,0.125,91.03,4,0.35
11033,188653,0.0475,0.873,0.478,0.000368,10,0.0978,-8.056000000000001,0,0.1639999999999999,103.995,4,0.6679999999999999
13097,263653,0.581,0.8,0.536,0.0078599999999999,8,0.162,-8.612,1,0.0675,102.967,4,0.416
17017,224903,0.0403,0.917,0.7859999999999999,0.0,11,0.195,-4.921,0,0.208,143.03799999999998,4,0.441
7637,274693,0.669,0.494,0.637,0.0,5,0.0882,-6.381,1,0.0333,147.924,4,0.1
15395,261146,0.6759999999999999,0.81,0.7240000000000001,1.56e-05,5,0.198,-5.417000000000001,0,0.0431,94.004,4,0.968
5716,211600,0.00441,0.65,0.867,0.000299,5,0.163,-3.786,0,0.0434,130.056,4,0.74
9119,244106,0.000482,0.84,0.72,0.0422,7,0.114,-9.561,1,0.184,98.377,4,0.3429999999999999
8040,208640,0.308,0.691,0.635,1.14e-06,1,0.177,-9.162,1,0.352,140.047,4,0.701
2109,145693,0.146,0.546,0.568,0.0,11,0.77,-9.604,0,0.0285,112.584,4,0.488
6686,238726,0.0157,0.613,0.8420000000000001,0.0,10,0.23,-4.332,0,0.2189999999999999,169.917,4,0.645
2154,239600,0.1119999999999999,0.601,0.643,0.00209,2,0.088,-5.827999999999999,1,0.0314,128.262,4,0.552
1711,189506,0.156,0.828,0.8440000000000001,1.31e-06,10,0.0609,-3.447,0,0.0895,120.989,4,0.858
760,185960,0.368,0.7509999999999999,0.703,0.00123,9,0.196,-5.687,1,0.0287,97.931,4,0.907
13633,153309,0.168,0.73,0.934,2.56e-05,4,0.142,-3.995,1,0.078,122.018,4,0.758
609,211906,0.146,0.657,0.5670000000000001,2e-05,9,0.0554,-12.871,1,0.0261,109.007,4,0.563
11265,415306,0.402,0.765,0.649,2.59e-05,0,0.4579999999999999,-9.398,0,0.043,118.214,4,0.932
10976,225093,0.555,0.71,0.3929999999999999,0.0011099999999999,5,0.102,-8.703,0,0.191,76.054,4,0.431
7292,156055,0.076,0.951,0.731,0.0,1,0.053,-6.091,1,0.102,100.022,4,0.7809999999999999
1236,150043,0.283,0.785,0.5539999999999999,3.4e-06,0,0.1159999999999999,-6.571000000000001,1,0.0409,128.047,4,0.144
4693,245040,0.069,0.599,0.8029999999999999,0.1369999999999999,0,0.129,-3.641,0,0.0986,126.057,4,0.233
5076,129533,0.816,0.6409999999999999,0.3829999999999999,2.12e-05,9,0.147,-9.542,1,0.0279,82.536,4,0.608
10259,210367,0.0143,0.818,0.54,0.000512,6,0.099,-6.35,0,0.0544,97.064,4,0.174
16073,282826,0.308,0.286,0.7609999999999999,0.0,5,0.355,-4.793,1,0.108,159.16,4,0.3289999999999999
10992,214500,0.41,0.662,0.627,1.24e-05,6,0.094,-8.445,0,0.38,79.97,4,0.64
12989,340000,0.000389,0.884,0.754,0.0327,11,0.0379,-3.459,0,0.0525,128.046,4,0.7490000000000001
13541,228206,0.173,0.757,0.8490000000000001,0.0,5,0.0878,-3.424,0,0.0536,150.036,4,0.826
13088,265006,0.0214,0.653,0.893,0.0,2,0.228,-4.395,0,0.053,127.992,4,0.262
5710,185613,0.497,0.6509999999999999,0.8540000000000001,0.0,5,0.122,-4.167,1,0.0574,129.893,4,0.5710000000000001
16323,202962,0.00422,0.792,0.4539999999999999,0.0,9,0.285,-6.752999999999999,1,0.4579999999999999,161.993,4,0.674
6647,171333,0.0358,0.7170000000000001,0.55,0.00196,10,0.126,-6.019,0,0.0521,96.976,4,0.332
4791,279671,0.3329999999999999,0.3229999999999999,0.59,0.0,2,0.103,-6.372000000000001,1,0.0328,155.659,4,0.283
2688,125320,0.0382,0.5670000000000001,0.69,0.0,9,0.149,-4.918,1,0.0768,139.105,4,0.836
10392,252346,0.344,0.655,0.877,0.0,0,0.349,-3.23,0,0.0344,105.017,4,0.893
10509,181666,0.133,0.59,0.897,0.0,9,0.931,-5.836,1,0.1169999999999999,117.414,4,0.659
9284,240926,0.172,0.741,0.562,0.0,4,0.0751,-5.474,0,0.165,180.06799999999998,4,0.292
10926,209831,0.8079999999999999,0.524,0.364,0.0,7,0.1,-10.209,1,0.0367,75.24,4,0.436
17091,231333,0.591,0.794,0.4479999999999999,0.0,10,0.109,-4.771,0,0.0539,120.055,4,0.588
15512,244670,0.115,0.736,0.679,0.0,5,0.063,-6.945,0,0.1009999999999999,119.951,4,0.58
2164,196349,0.0424,0.612,0.685,3.74e-05,2,0.151,-9.838,1,0.0656,102.253,4,0.579
7386,142906,0.0541,0.789,0.53,0.0,2,0.1639999999999999,-6.2,1,0.293,75.515,4,0.367
14766,217266,8.02e-05,0.602,0.759,0.000909,8,0.0835,-6.283,1,0.0342,122.031,4,0.7140000000000001
6470,181520,0.603,0.7979999999999999,0.175,0.0,0,0.625,-12.603,1,0.0594,93.994,4,0.633
1832,243784,0.5,0.583,0.5760000000000001,0.0,10,0.1159999999999999,-6.295,0,0.282,129.627,4,0.71
14602,247595,0.161,0.7240000000000001,0.954,0.000637,4,0.0516,-5.027,1,0.0493,125.043,4,0.952
7016,183356,0.068,0.5670000000000001,0.8079999999999999,0.0,7,0.0711,-4.573,0,0.0963,99.71,4,0.447
10973,225568,0.49,0.623,0.5579999999999999,0.0,0,0.173,-8.782,0,0.0457,90.505,4,0.455
15462,179480,0.2189999999999999,0.664,0.894,0.0,0,0.134,-3.729,1,0.271,191.966,4,0.605
18523,193775,0.293,0.8959999999999999,0.615,0.0,6,0.122,-9.326,0,0.326,140.04,4,0.89
1976,124586,0.7879999999999999,0.616,0.7240000000000001,3.16e-06,9,0.128,-8.101,1,0.042,81.402,3,0.809
3521,205958,0.0121,0.86,0.66,0.00471,1,0.0732,-4.5680000000000005,1,0.208,93.967,4,0.321
18565,321453,0.284,0.5720000000000001,0.535,0.0587,8,0.128,-8.919,1,0.0284,134.96200000000002,4,0.252
7997,191259,0.0946,0.7559999999999999,0.764,0.0,2,0.0909,-3.837,1,0.2289999999999999,132.07299999999998,4,0.642
16692,233800,0.017,0.637,0.6890000000000001,3.72e-05,7,0.0738,-14.014,1,0.039,150.05700000000002,4,0.815
13654,183013,0.414,0.733,0.589,1.04e-06,2,0.14,-5.303,1,0.0381,91.003,4,0.6509999999999999
7673,228706,0.0453,0.728,0.8109999999999999,2.07e-06,7,0.362,-4.2780000000000005,1,0.0564,114.995,4,0.705
10592,248274,0.758,0.434,0.6579999999999999,0.00371,5,0.344,-6.391,1,0.0523,104.185,4,0.596
11100,99759,0.8809999999999999,0.865,0.3379999999999999,0.83,0,0.368,-9.212,1,0.2189999999999999,83.04799999999999,4,0.773
12701,190000,0.296,0.821,0.387,0.0,7,0.146,-10.859000000000002,0,0.109,111.987,4,0.479
1729,197972,0.58,0.601,0.6809999999999999,0.0,9,0.0934,-5.171,1,0.324,98.078,4,0.546
12837,233297,0.0004769999999999,0.502,0.8170000000000001,0.0,0,0.153,-3.508,1,0.0447,90.024,4,0.617
14526,214828,0.0662,0.8390000000000001,0.81,0.0,5,0.147,-3.565,1,0.103,95.01,4,0.932
11822,216946,0.07,0.763,0.708,0.0106,8,0.13,-6.297000000000001,1,0.134,160.035,4,0.732
6138,302015,0.0999,0.62,0.643,0.181,8,0.111,-6.452000000000001,1,0.0328,140.02200000000002,4,0.369
5663,161800,0.111,0.863,0.871,0.264,10,0.0887,-7.524,1,0.0391,91.732,4,0.969
15493,139200,0.3289999999999999,0.7959999999999999,0.565,0.0,8,0.102,-7.631,0,0.128,100.003,4,0.547
8553,145106,0.536,0.429,0.5429999999999999,2.54e-05,5,0.125,-9.139,1,0.0347,122.619,4,0.693
18166,179876,0.0641,0.7040000000000001,0.718,0.0,4,0.22,-5.478,0,0.0496,126.021,4,0.37
198,222000,0.327,0.521,0.431,0.0,0,0.0986,-9.74,1,0.0293,106.546,4,0.181
10021,261973,0.475,0.777,0.607,0.0,3,0.0812,-4.347,1,0.039,97.647,3,0.7509999999999999
16759,108826,0.799,0.439,0.8590000000000001,0.7859999999999999,3,0.278,-4.847,1,0.0419,131.657,4,0.8420000000000001
13802,204160,0.0295,0.581,0.963,0.0,11,0.139,-4.087,1,0.0981,129.99200000000002,4,0.7879999999999999
10680,243187,0.0953,0.6,0.653,0.0,1,0.122,-8.309,0,0.0594,119.994,4,0.43
1353,303433,0.407,0.764,0.575,0.0,9,0.747,-6.728,1,0.0966,101.759,4,0.502
18762,152952,0.988,0.4639999999999999,0.147,0.00309,5,0.111,-15.002,1,0.0369,144.372,4,0.1169999999999999
5513,184600,0.184,0.649,0.578,0.000772,1,0.175,-11.207,1,0.0262,141.084,4,0.8959999999999999
6761,243729,0.00227,0.5710000000000001,0.696,0.0913,4,0.0914,-7.047000000000001,0,0.0318,99.979,4,0.643
9842,205415,0.165,0.742,0.785,0.0,5,0.268,-5.224,0,0.0901,133.92700000000002,4,0.852
7108,288800,0.00509,0.6890000000000001,0.91,0.7040000000000001,1,0.337,-5.311,1,0.355,120.053,3,0.624
13968,192111,0.0428,0.69,0.8759999999999999,0.0,2,0.147,-4.159,1,0.059,123.994,4,0.493
10102,337133,0.000646,0.44,0.861,0.299,8,0.272,-4.715,0,0.0636,174.995,4,0.0733
2880,244506,0.0118,0.61,0.895,3e-05,10,0.048,-7.029,1,0.0289,141.364,4,0.933
3875,202640,0.802,0.612,0.183,3.38e-06,7,0.1119999999999999,-13.277,1,0.0329,106.412,4,0.524
11115,72000,0.923,0.8859999999999999,0.294,0.812,0,0.1669999999999999,-8.979,0,0.119,119.98,3,0.261
11297,128360,0.188,0.541,0.6759999999999999,0.8029999999999999,0,0.123,-7.987999999999999,1,0.135,76.23100000000001,4,0.911
10556,202373,0.107,0.3979999999999999,0.66,0.0,1,0.121,-5.626,0,0.12,83.82799999999999,4,0.7190000000000001
8171,193568,0.0477,0.53,0.81,0.0,0,0.127,-3.726,1,0.0547,90.03,4,0.255
4213,188360,0.1689999999999999,0.32,0.574,1.43e-06,2,0.61,-6.8870000000000005,0,0.0306,105.805,4,0.531
7559,225373,0.15,0.762,0.6609999999999999,0.0,1,0.256,-6.075,0,0.0687,130.009,4,0.769
6290,184053,0.262,0.657,0.8170000000000001,0.00674,0,0.248,-4.415,1,0.0554,107.995,4,0.6509999999999999
15882,285866,0.879,0.5,0.213,7.37e-06,1,0.721,-9.095,1,0.0462,140.053,3,0.37
15901,197436,0.535,0.752,0.505,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,0.419
811,180240,0.2,0.901,0.654,0.0,10,0.165,-10.15,1,0.0655,110.131,4,0.7809999999999999
12213,155893,0.00519,0.633,0.995,0.503,8,0.2319999999999999,-4.924,1,0.0992,128.04,4,0.387
794,238120,0.214,0.7070000000000001,0.7879999999999999,0.000571,6,0.308,-5.269,1,0.0333,120.465,4,0.746
3645,192705,0.0251,0.532,0.726,0.0,1,0.7170000000000001,-7.057,1,0.36,152.003,4,0.357
9,203346,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.374
4438,86709,0.851,0.784,0.384,0.163,9,0.1009999999999999,-10.012,1,0.275,155.029,4,0.931
927,239933,0.0863,0.675,0.5529999999999999,7.58e-06,7,0.118,-7.775,1,0.0486,90.02,4,0.594
3712,192000,0.00365,0.934,0.407,0.0,0,0.11,-8.058,1,0.345,140.024,4,0.0793
